concept_id,label,concept_class
1146510,povidone-iodine 12.5 MG/ML Topical Solution,ClinicalDrug
1146512,povidone-iodine 17.5 MG/ML Topical Solution,ClinicalDrug
1146650,isopropyl alcohol 0.7 ML/ML Topical Lotion,ClinicalDrug
1234876,lidocaine 10.7 MG/ML Injectable Solution,ClinicalDrug
1235630,povidone-iodine 10 MG/ML Ophthalmic Solution,ClinicalDrug
1236175,5 ML povidone-iodine 10 MG/ML Ophthalmic Solution,QuantClinicalDrug
1236195,10 ML lidocaine 10.7 MG/ML Injectable Solution,QuantClinicalDrug
1301707,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Topical Solution [Soluprep],BrandedDrug
1361670,5 ML bupivacaine hydrochloride 5 MG/ML Injection,QuantClinicalDrug
1361709,100 ML sodium chloride 72 MG/ML Injection,QuantClinicalDrug
1464782,Shortage Import Unapproved 1000 ML glucose 50 MG/ML / sodium chloride 9 MG/ML Injection,ClinicalDrug
1465655,sodium chloride 9 MG/ML Ophthalmic Solution,ClinicalDrug
1465779,sodium chloride 9 MG/ML Inhalation Solution [Hydra-Neb],BrandedDrug
1466092,povidone-iodine 50 MG/ML Topical Solution [Betadine],BrandedDrug
1466367,3000 ML sodium chloride 9 MG/ML Injection,QuantClinicalDrug
1466479,5000 ML sodium chloride 9 MG/ML Injection,QuantClinicalDrug
1510326,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 10 MG/ML Topical Cream,ClinicalDrug
1515446,urofollitropin 75 UNT Injection,ClinicalDrug
1515447,urofollitropin 75 UNT Injection [Bravelle],BrandedDrug
1592447,American house dust mite allergenic extract Injectable Solution,ClinicalDrugForm
1592482,3 ML sodium chloride 9 MG/ML Injection,QuantClinicalDrug
1593063,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
1593064,glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,ClinicalDrug
1593065,500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
1593066,glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML / sodium chloride 4.5 MG/ML Injection,ClinicalDrug
1593067,glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 4.5 MG/ML Injection,ClinicalDrug
1593198,glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,ClinicalDrug
1593199,glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection,ClinicalDrug
1593203,glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 4.5 MG/ML Injection,ClinicalDrug
1593800,10 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection,QuantClinicalDrug
1593802,10 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection [Xylocaine with Epinephrine],QuantBrandedDrug
1593803,epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection,ClinicalDrug
1593804,epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection [Xylocaine with Epinephrine],BrandedDrug
1593805,30 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection,QuantClinicalDrug
1593845,chlorhexidine gluconate 20 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad,ClinicalDrug
1593913,30 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 10 MG/ML Injection [Xylocaine with Epinephrine],QuantBrandedDrug
1593920,5 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection,QuantClinicalDrug
1593921,5 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection [Xylocaine with Epinephrine],QuantBrandedDrug
1718804,potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,ClinicalDrug
1718809,potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection,ClinicalDrug
1718810,potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,ClinicalDrug
1750157,povidone-iodine 100 MG/ML Topical Solution [Mallisol],BrandedDrug
1750158,povidone-iodine 100 MG/ML Topical Solution [Minidyne],BrandedDrug
1750159,povidone-iodine 100 MG/ML Topical Solution [Pharmadine],BrandedDrug
1750160,povidone-iodine 100 MG/ML Topical Solution [Polydine],BrandedDrug
1750161,povidone-iodine 100 MG/ML Topical Solution [Povidex Peri],BrandedDrug
1750192,povidone-iodine 100 MG/ML Topical Solution [Povidex],BrandedDrug
1750194,povidone-iodine 10 MG/ML Topical Solution [Polydine],BrandedDrug
1750195,povidone-iodine 10 MG/ML Topical Solution [Povidine],BrandedDrug
1750197,povidone-iodine 100 MG/ML Douche,ClinicalDrug
1750262,povidone-iodine 10 MG/ML Mouthwash,ClinicalDrug
1750265,povidone-iodine 100 MG/ML Medicated Liquid Soap,ClinicalDrug
1750270,povidone-iodine 50 MG/ML Topical Solution,ClinicalDrug
1750296,povidone-iodine 0.1 MG/MG Topical Ointment,ClinicalDrug
1750297,povidone-iodine 100 MG/ML Topical Solution,ClinicalDrug
1750299,povidone-iodine 75 MG/ML Topical Solution,ClinicalDrug
1750322,povidone-iodine 10 MG/ML Topical Solution,ClinicalDrug
1750415,povidone-iodine 100 MG/ML Topical Spray,ClinicalDrug
1750417,povidone-iodine 100 MG/ML Medicated Pad [Betadine],BrandedDrug
1750418,povidone-iodine 100 MG/ML Medicated Pad [Pharmadine],BrandedDrug
1750420,povidone-iodine 0.1 MG/MG Topical Ointment [Betagen brand of povidone-iodine],BrandedDrug
19002615,povidone-iodine 100 MG/ML Topical Solution [Videne],BrandedDrug
19008820,povidone-iodine 40 MG/ML Topical Solution,ClinicalDrug
19009097,bupivacaine hydrochloride 5 MG/ML Injectable Solution [Marcain Heavy],BrandedDrug
19009855,lidocaine hydrochloride 10 MG/ML Injectable Solution [Sure-Amp Lignocaine hydrochloride],BrandedDrug
19010021,povidone-iodine 45 MG/ML Topical Solution [Steribath],BrandedDrug
19010409,bupivacaine hydrochloride 2.5 MG/ML Injectable Solution [Sure-Amp Bupivacaine],BrandedDrug
19010410,bupivacaine hydrochloride 5 MG/ML Injectable Solution [Sure-Amp Bupivacaine],BrandedDrug
19015088,Alternaria alternata allergenic extract 50 MG/ML Injectable Solution,ClinicalDrug
19017228,lidocaine hydrochloride 20 MG/ML Injectable Solution [Sure-Amp Lignocaine hydrochloride],BrandedDrug
19026063,triamcinolone hexacetonide 5 MG/ML Injectable Suspension [Lederspan],BrandedDrug
19026064,triamcinolone hexacetonide 20 MG/ML Injectable Suspension [Lederspan],BrandedDrug
19028133,isopropyl alcohol 0.7 ML/ML Topical Gel,ClinicalDrug
19028192,isopropyl alcohol 0.7 ML/ML,ClinicalDrugComp
19028193,isopropyl alcohol 0.7 ML/ML Medicated Pad,ClinicalDrug
19045901,povidone-iodine 0.1 MG/MG Topical Ointment [Betadine],BrandedDrug
19045902,povidone-iodine 0.1 MG/MG Topical Ointment [Efodine],BrandedDrug
19045903,povidone-iodine 0.1 MG/MG Topical Ointment [Pharmadine],BrandedDrug
19045904,povidone-iodine 0.1 MG/MG Topical Ointment [Polydine],BrandedDrug
19045905,povidone-iodine 0.1 MG/MG Topical Ointment [Povidine],BrandedDrug
19045906,povidone-iodine 100 MG/ML Topical Solution [Betadine],BrandedDrug
19045907,povidone-iodine 100 MG/ML Topical Solution [Clinidine],BrandedDrug
19045908,povidone-iodine 100 MG/ML Topical Solution [HSP Anti],BrandedDrug
19059325,1000 ML glucose 100 MG/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
19065505,lidocaine 25 MG/ML / povidone-iodine 100 MG/ML Topical Solution,ClinicalDrug
19065985,triamcinolone 4 MG/ML Injectable Suspension,ClinicalDrug
19068096,povidone-iodine 100 MG/ML Douche [Betadine],BrandedDrug
19072506,Alternaria alternata allergenic extract 40000 UNT/ML Injectable Solution,ClinicalDrug
19072507,Alternaria alternata allergenic extract 5000 UNT/ML Injectable Solution,ClinicalDrug
19079523,sodium chloride 9 MG/ML Nasal Solution,ClinicalDrug
19079524,sodium chloride 9 MG/ML Injectable Solution,ClinicalDrug
19079551,sodium chloride 234 MG/ML Injectable Solution,ClinicalDrug
19083433,povidone-iodine 100 MG/ML,ClinicalDrugComp
19083436,povidone-iodine 10 MG/ML,ClinicalDrugComp
19102509,1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
19103229,povidone-iodine 10 MG/ML Topical Foam,ClinicalDrug
19103261,povidone-iodine 10 MG/ML Topical Spray,ClinicalDrug
19104386,lidocaine 3 MG/ML Injectable Solution,ClinicalDrug
19106345,povidone-iodine 100 MG/ML Irrigation Solution,ClinicalDrug
19108515,povidone-iodine 100 MG/ML Topical Foam,ClinicalDrug
19114325,lidocaine hydrochloride 20 MG/ML Injectable Solution [Licodaine],BrandedDrug
19114344,lidocaine hydrochloride 10 MG/ML Injectable Solution [Pro Vent Plus],BrandedDrug
19114611,povidone-iodine 100 MG/ML Topical Solution [ABG Pulsator],BrandedDrug
19114642,povidone-iodine 100 MG/ML Topical Solution [Pulsator Plus],BrandedDrug
19115117,povidone-iodine 45 MG/ML Topical Solution,ClinicalDrug
19123352,1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
19123353,1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
19123359,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection,QuantClinicalDrug
19124109,1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 4.5 MG/ML Injection,QuantClinicalDrug
19124963,povidone-iodine 10 MG/ML Douche,ClinicalDrug
19127213,10 ML sodium chloride 9 MG/ML Prefilled Syringe,QuantClinicalDrug
19127417,500 ML sodium chloride 30 MG/ML Injection,QuantClinicalDrug
19127418,500 ML sodium chloride 50 MG/ML Injection,QuantClinicalDrug
19127784,50 ML sodium chloride 9 MG/ML Prefilled Syringe,QuantClinicalDrug
19130340,povidone-iodine 100 MG/ML Medicated Pad,ClinicalDrug
19132492,isopropyl alcohol 0.7 ML/ML Topical Solution,ClinicalDrug
19132647,benzocaine 60 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad,ClinicalDrug
19133724,povidone-iodine 5 MG/ML Medicated Pad,ClinicalDrug
19135349,povidone-iodine 10 MG/ML Topical Solution [Betagen brand of povidone-iodine],BrandedDrug
1970291,lidocaine 10 MG/ML Injectable Solution [Licain Puren],BrandedDrug
1970292,lidocaine 10 MG/ML Injectable Solution [Licain Puren] Box of 10,BrandedDrugBox
1972355,triamcinolone 40 MG/ML Injectable Solution [Volon A],BrandedDrug
1972356,triamcinolone 40 MG/ML Injectable Solution [Volon A] Box of 5,BrandedDrugBox
1972874,1 ML triamcinolone 40 MG/ML Injectable Solution [Volon A],QuantBrandedDrug
1972875,1 ML triamcinolone 40 MG/ML Injectable Solution [Volon A] Box of 5,QuantBrandedBox
1972876,1 ML triamcinolone 40 MG/ML Injectable Solution [Volon A] Box of 5 by Emra-Med,MarketedProduct
1972877,1 ML triamcinolone 40 MG/ML Injectable Suspension [Volon A] Box of 5 by Emra-Med,MarketedProduct
1972915,2 ML lidocaine 10 MG/ML Injectable Solution Box of 10 by Medphano,MarketedProduct
1973002,5 ML lidocaine 5 MG/ML Injectable Solution Box of 10 by Medphano,MarketedProduct
1973003,5 ML lidocaine 10 MG/ML Injectable Solution [Licain Puren],QuantBrandedDrug
1973004,5 ML lidocaine 10 MG/ML Injectable Solution [Licain Puren] Box of 10,QuantBrandedBox
1973005,5 ML lidocaine 10 MG/ML Injectable Solution [Licain Puren] Box of 10 by Puren,MarketedProduct
1973006,5 ML lidocaine 10 MG/ML Injectable Solution Box of 10 by Medphano,MarketedProduct
1973048,10 ML lidocaine 20 MG/ML Injectable Solution Box of 10 by Accord,MarketedProduct
1973056,10 ML bupivacaine 5 MG/ML Injectable Solution [Bucain] Box of 50 by Puren,MarketedProduct
1973092,20 ML bupivacaine 5 MG/ML Injectable Solution [Bucain] Box of 50 by Puren,MarketedProduct
1973130,50 ML bupivacaine 2.5 MG/ML Injectable Solution [Bucain] Box of 50 by Puren,MarketedProduct
1973131,50 ML bupivacaine 5 MG/ML Injectable Solution [Bucain] by Puren,MarketedProduct
1973143,100 ML lidocaine 10 MG/ML Injectable Solution [Licain] Box of 50 by Puren,MarketedProduct
2008566,1000 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [I-VIHES] by SK Chemical,MarketedProduct
2009168,4000 ML povidone-iodine 100 MG/ML Douche,QuantClinicalDrug
2009169,4000 ML povidone-iodine 100 MG/ML Douche [POVIGYN],QuantBrandedDrug
2009170,4000 ML povidone-iodine 100 MG/ML Douche [POVIGYN] by Firson,MarketedProduct
2009212,1000 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [I-VIHES],QuantBrandedDrug
2009215,1000 ML povidone-iodine 100 MG/ML Douche [POTAROSE],QuantBrandedDrug
2009216,1000 ML povidone-iodine 100 MG/ML Douche [POTAROSE] by Samil,MarketedProduct
2009217,1000 ML povidone-iodine 100 MG/ML Douche,QuantClinicalDrug
2009218,1000 ML povidone-iodine 100 MG/ML Douche [POVIGYN],QuantBrandedDrug
2009219,1000 ML povidone-iodine 100 MG/ML Douche [POVIGYN] by Firson,MarketedProduct
2009283,1000 MG povidone-iodine 0.1 MG/MG Topical Ointment [POTADINE],QuantBrandedDrug
2009284,1000 MG povidone-iodine 0.1 MG/MG Topical Ointment [POTADINE] by Samil,MarketedProduct
2009353,500 ML hetastarch 100 MG/ML / sodium chloride 9 MG/ML Injectable Solution [HAES-STERIL] by Fresenius Kabi,MarketedProduct
2009354,500 ML hetastarch 100 MG/ML / sodium chloride 9 MG/ML Injectable Solution [HAES-STERIL],QuantBrandedDrug
2009355,500 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [KUNWHA 6-HES],QuantBrandedDrug
2009356,500 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [KUNWHA 6-HES] by Alvogen,MarketedProduct
2009403,250 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [I-VIHES],QuantBrandedDrug
2009404,250 ML hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [I-VIHES] by SK Chemical,MarketedProduct
2009405,250 ML povidone-iodine 100 MG/ML Douche,QuantClinicalDrug
2009406,250 ML povidone-iodine 100 MG/ML Douche [POVIGYN],QuantBrandedDrug
2009407,250 ML povidone-iodine 100 MG/ML Douche [POVIGYN] by Firson,MarketedProduct
2009975,1 ML povidone-iodine 100 MG/ML Douche [POTAROSE],QuantBrandedDrug
2009977,1 ML povidone-iodine 100 MG/ML Douche [POTAROSE] by Samil,MarketedProduct
2009978,1 ML povidone-iodine 100 MG/ML Douche,QuantClinicalDrug
2009979,1 ML povidone-iodine 100 MG/ML Douche [POVIGYN],QuantBrandedDrug
2009980,1 ML povidone-iodine 100 MG/ML Douche [POVIGYN] by Firson,MarketedProduct
2009981,1 ML povidone-iodine 100 MG/ML Topical Solution [PI],QuantBrandedDrug
2009982,1 ML povidone-iodine 100 MG/ML Topical Solution [PI] by Samnam,MarketedProduct
2010884,hetastarch 100 MG/ML / sodium chloride 9 MG/ML Injectable Solution [HAES-STERIL],BrandedDrug
2010886,hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [I-VIHES],BrandedDrug
2010887,hetastarch 60 MG/ML / sodium chloride 9 MG/ML Injectable Solution [KUNWHA 6-HES],BrandedDrug
2011631,povidone-iodine 75 MG Medicated Pad,ClinicalDrug
2011632,povidone-iodine 75 MG Medicated Pad [BERATINE SCRUB],BrandedDrug
2011633,povidone-iodine 75 MG Medicated Pad [BERATINE SCRUB] by Dongindang,MarketedProduct
2011643,povidone-iodine 2250 MG Medicated Pad [POVI-CLEAN],BrandedDrug
2011644,povidone-iodine 2250 MG Medicated Pad [POVI-CLEAN] by Firson,MarketedProduct
2011645,povidone-iodine 2250 MG Medicated Pad,ClinicalDrug
2011648,povidone-iodine 1130 MG Medicated Pad [POVI-CLEAN],BrandedDrug
2011649,povidone-iodine 1130 MG Medicated Pad [POVI-CLEAN] by Firson,MarketedProduct
2011650,povidone-iodine 1130 MG Medicated Pad,ClinicalDrug
2011668,povidone-iodine 100 MG/ML Douche [POTAROSE],BrandedDrug
2011669,povidone-iodine 100 MG/ML Douche [POVIGYN],BrandedDrug
2011670,povidone-iodine 100 MG/ML Topical Solution [PI],BrandedDrug
2022584,3000 ML sodium chloride 9 MG/ML Injectable Solution [JW NS] by JW,MarketedProduct
2022585,3000 ML sodium chloride 9 MG/ML Injectable Solution by Daihan,MarketedProduct
2022586,3000 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE],QuantBrandedDrug
2022588,3000 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE] by CJ,MarketedProduct
2022589,3000 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE],QuantBrandedDrug
2022590,3000 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE] by JW,MarketedProduct
2022606,1000 ML sodium chloride 9 MG/ML Injectable Solution by Daihan,MarketedProduct
2022643,1000 ML sodium chloride 4.5 MG/ML Injectable Solution [JW HALF SALINE] by JW,MarketedProduct
2022644,1000 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE] by JW,MarketedProduct
2022725,1000 ML sodium chloride 9 MG/ML Irrigation Solution [KLENZO] by JW,MarketedProduct
2022803,1000 ML sodium chloride 9 MG/ML Injectable Solution [JW NS] by JW,MarketedProduct
2022831,1000 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE],QuantBrandedDrug
2022832,1000 ML sodium chloride 9 MG/ML Injectable Solution [CJ NORMAL SALINE] by CJ,MarketedProduct
2022833,1000 ML sodium chloride 9 MG/ML Injectable Solution [JW NORMAL SALINE],QuantBrandedDrug
2022835,1000 ML sodium chloride 9 MG/ML Irrigation Solution [DAIHAN STERILE SALINE SOLUTION FOR IRRIGATION],QuantBrandedDrug
