concept_id,label,concept_class
37163431,Ketosis-resistant diabetes mellitus,Disorder
40485020,Well controlled type 2 diabetes mellitus,Disorder
4063043,Pre-existing type 2 diabetes mellitus,Disorder
4099651,Type 2 diabetes mellitus with ulcer,Disorder
4129519,Pregnancy and type 2 diabetes mellitus,Disorder
4130162,Insulin treated type 2 diabetes mellitus,Disorder
4230254,Type 2 diabetes mellitus in nonobese,Disorder
4304377,Type 2 diabetes mellitus in obese,Disorder
43531010,Pre-existing type 2 diabetes mellitus in pregnancy,Disorder
43531597,Disorder due to well controlled type 2 diabetes mellitus,Disorder
45757474,Diabetes mellitus type 2 without retinopathy,Disorder
45757508,Type 2 diabetes mellitus controlled by diet,Disorder
45766052,Type II diabetes mellitus in remission,Disorder
766253,Exacerbation of type 2 diabetes mellitus,Disorder
