root,strategy,total_count,class_distribution
316866,partial_synonym_descendants,487,Disorder:282; 5DigBillingCode:45; 5CharBillingCode:32; 4CharBillingCode:29; 6CharBillingCode:24; Icd10Code:16; 4DigNonbillCode:11; 4CharNonbillCode:10; 3CharNonbillCode:8; Undefined:7; Icd10Hierarchy:7; 5CharNonbillCode:6; 4DigBillingCode:4; 3DigNonbillCode:3; Hcpcs:1; 3CharBillingCode:1; ClinicalFinding:1
316866,hierarchy_and_sameas,198,Disorder:141; Icd10Code:10; 4CharBillingCode:8; 4DigNonbillCode:7; 3CharNonbillCode:6; 4CharNonbillCode:5; Answer:5; 4DigBillingCode:3; 3DigNonbillCode:3; Icd10Hierarchy:3; 5DigBillingCode:2; 5CharBillingCode:2; LoincComponent:1; 5CharNonbillCode:1; 3CharBillingCode:1
316866,sameas_expansion_and_umls_rb,240,Disorder:78; 5DigBillingCode:32; Icd10Code:28; 5CharBillingCode:21; 4CharBillingCode:17; 4DigNonbillCode:14; 4CharNonbillCode:10; 3CharNonbillCode:9; 4DigBillingCode:8; Icd10Hierarchy:6; Answer:5; 3DigNonbillCode:4; LoincComponent:2; ContextDependent:1; 5CharNonbillCode:1; 3CharBillingCode:1; MorphAbnormality:1; ClinicalFinding:1; 3DigBillingCode:1
316866,sameas_expansion_and_umls_rb_or_par,932913,Icd10pcsHierarchy:113142; Disorder:91088; Icd10pcs:79115; Procedure:60521; LabTest:59768; 7CharBillingCode:47933; LoincHierarchy:41588; BodyStructure:37309; ClinicalFinding:36806; Organism:34770; LoincComponent:31928; Substance:27844; ClinicalObservation:27236; ClinicalDrug:18356; PhysicalObject:14007; Survey:12202; ClinicalDrugForm:11970; QualifierValue:11046; 6CharBillingCode:10281; PharmabiolProduct:10086; Icd10Code:9982; 6CharNonbillCode:8667; ObservableEntity:8388; 5DigBillingCode:8212; Ingredient:7652; Hcpcs:7160; 5CharBillingCode:7114; 5CharNonbillCode:7052; Answer:6010; BrandedDrug:5811; ContextDependent:5529; 4CharBillingCode:5391; MorphAbnormality:5133; BrandName:5061; 4CharNonbillCode:4480; SocialContext:4237; BrandedDrugForm:4087; 4DigBillingCode:3863; Event:3392; BrandedDoseGroup:3381; PreciseIngredient:3362; ClinicalDoseGroup:2935; QuantClinicalDrug:2477; LoincSystem:2142; Icd10Hierarchy:2033; QuantBrandedDrug:1969; Location:1901; Specimen:1862; 4DigNonbillCode:1730; StagingScales:1723; 3CharNonbillCode:1652; MultipleIngredients:1374; 4DigBillingECode:1247; Attribute:1194; 3DigNonbillCode:836; LoincMethod:691; 5DigBillingVCode:634; DoseForm:617; BrandedPack:587; NaviConcept:523; ClaimsAttachment:512; 4DigBillingVCode:474; RecordArtifact:453; ClinicalPack:441; Disposition:384; HcpcsModifier:363; 3CharBillingCode:211; PhysicalForce:172; 3DigNonbillECode:171; 4DigNonbillVCode:159; LoincProperty:110; 3DigBillingCode:92; 3DigNonbillVCode:89; LoincGroup:67; 3DigBillingECode:44; LoincTime:22; BrandedDrugComp:17; ModelComp:12; ClinicalDrugComp:11; LinkageAssertion:8; LoincScale:6; DoseFormGroup:5; LinkageConcept:1; 3DigBillingVCode:1; Icd9cmCode:1
316866,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
432867,lexical_baseline,54,
432867,descendants_only,66,Disorder:66
432867,partial_synonym_descendants,124,Disorder:96; Icd10Code:6; Undefined:5; 4DigBillingCode:5; 4CharBillingCode:4; 6CharBillingCode:3; 5CharBillingCode:2; 4CharNonbillCode:2; 5CharNonbillCode:1
432867,hierarchy_and_sameas,84,Disorder:65; Icd10Code:5; 4CharBillingCode:4; 4DigBillingCode:4; 5CharBillingCode:2; LoincComponent:1; 4CharNonbillCode:1; 5CharNonbillCode:1; Answer:1
432867,sameas_expansion_and_umls_rb,51,Disorder:29; Icd10Code:5; 4CharBillingCode:4; 4DigBillingCode:4; 5CharBillingCode:2; 4CharNonbillCode:2; LoincComponent:1; 6CharBillingCode:1; 5CharNonbillCode:1; ClinicalFinding:1; Answer:1
432867,sameas_expansion_and_umls_rb_or_par,161,Disorder:122; Icd10Code:8; 4CharBillingCode:7; 4DigBillingCode:7; 5CharBillingCode:4; ClinicalFinding:4; 6CharBillingCode:3; 4CharNonbillCode:2; LoincComponent:1; 5CharNonbillCode:1; MorphAbnormality:1; Answer:1
432867,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
201826,lexical_baseline,287,
201826,descendants_only,15,Disorder:15
201826,partial_synonym_descendants,170,Disorder:62; 5CharBillingCode:21; 7CharBillingCode:20; 6CharBillingCode:16; Icd10Code:11; 5CharNonbillCode:10; 4CharNonbillCode:8; Undefined:8; 6CharNonbillCode:4; 5DigBillingCode:4; 4CharBillingCode:3; 3CharNonbillCode:1; ClinicalFinding:1; Icd10Hierarchy:1
201826,hierarchy_and_sameas,21,Disorder:14; Answer:2; 3CharNonbillCode:1; 5CharNonbillCode:1; Icd10Code:1; Icd10Hierarchy:1; 6CharBillingCode:1
201826,sameas_expansion_and_umls_rb,60,Disorder:25; Icd10Code:17; Answer:4; 4CharBillingCode:3; LoincComponent:2; 4CharNonbillCode:2; Icd10Hierarchy:2; 3CharNonbillCode:1; ClinicalFinding:1; 4DigNonbillCode:1; 5DigBillingCode:1; 5CharBillingCode:1
201826,sameas_expansion_and_umls_rb_or_par,366,Disorder:201; 7CharBillingCode:52; Icd10Code:23; 5CharBillingCode:21; 6CharBillingCode:17; 6CharNonbillCode:12; 5CharNonbillCode:11; 4CharNonbillCode:7; 4CharBillingCode:4; Answer:4; 5DigBillingCode:4; Icd10Hierarchy:3; LoincComponent:2; 3CharNonbillCode:1; 3CharBillingCode:1; ClinicalFinding:1; 4DigBillingCode:1; 4DigNonbillCode:1
201826,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
77670,lexical_baseline,107,
77670,descendants_only,128,ClinicalFinding:73; Disorder:55
77670,partial_synonym_descendants,338,ClinicalFinding:109; Disorder:102; ContextDependent:40; 6CharBillingCode:34; 4CharBillingCode:9; Icd10Code:9; 5CharNonbillCode:8; 5CharBillingCode:7; 5DigBillingCode:6; 4DigBillingCode:5; 4CharNonbillCode:3; Undefined:2; 3CharNonbillCode:1; 4DigNonbillCode:1; 3DigNonbillCode:1; Icd10Hierarchy:1
77670,hierarchy_and_sameas,164,ClinicalFinding:73; Disorder:54; 4CharBillingCode:9; Icd10Code:7; Answer:4; 5DigBillingCode:4; 4DigBillingCode:4; 5CharBillingCode:4; LoincComponent:1; 3CharNonbillCode:1; 4DigNonbillCode:1; 3DigNonbillCode:1; Icd10Hierarchy:1
77670,sameas_expansion_and_umls_rb,42,ClinicalFinding:17; 5CharBillingCode:5; Disorder:4; 5DigBillingCode:4; Icd10Code:4; 4CharBillingCode:3; LoincComponent:1; 4CharNonbillCode:1; Answer:1; 4DigNonbillCode:1; 4DigBillingCode:1
77670,sameas_expansion_and_umls_rb_or_par,932913,Icd10pcsHierarchy:113142; Disorder:91088; Icd10pcs:79115; Procedure:60521; LabTest:59768; 7CharBillingCode:47933; LoincHierarchy:41588; BodyStructure:37309; ClinicalFinding:36806; Organism:34770; LoincComponent:31928; Substance:27844; ClinicalObservation:27236; ClinicalDrug:18356; PhysicalObject:14007; Survey:12202; ClinicalDrugForm:11970; QualifierValue:11046; 6CharBillingCode:10281; PharmabiolProduct:10086; Icd10Code:9982; 6CharNonbillCode:8667; ObservableEntity:8388; 5DigBillingCode:8212; Ingredient:7652; Hcpcs:7160; 5CharBillingCode:7114; 5CharNonbillCode:7052; Answer:6010; BrandedDrug:5811; ContextDependent:5529; 4CharBillingCode:5391; MorphAbnormality:5133; BrandName:5061; 4CharNonbillCode:4480; SocialContext:4237; BrandedDrugForm:4087; 4DigBillingCode:3863; Event:3392; BrandedDoseGroup:3381; PreciseIngredient:3362; ClinicalDoseGroup:2935; QuantClinicalDrug:2477; LoincSystem:2142; Icd10Hierarchy:2033; QuantBrandedDrug:1969; Location:1901; Specimen:1862; 4DigNonbillCode:1730; StagingScales:1723; 3CharNonbillCode:1652; MultipleIngredients:1374; 4DigBillingECode:1247; Attribute:1194; 3DigNonbillCode:836; LoincMethod:691; 5DigBillingVCode:634; DoseForm:617; BrandedPack:587; NaviConcept:523; ClaimsAttachment:512; 4DigBillingVCode:474; RecordArtifact:453; ClinicalPack:441; Disposition:384; HcpcsModifier:363; 3CharBillingCode:211; PhysicalForce:172; 3DigNonbillECode:171; 4DigNonbillVCode:159; LoincProperty:110; 3DigBillingCode:92; 3DigNonbillVCode:89; LoincGroup:67; 3DigBillingECode:44; LoincTime:22; BrandedDrugComp:17; ModelComp:12; ClinicalDrugComp:11; LinkageAssertion:8; LoincScale:6; DoseFormGroup:5; LinkageConcept:1; 3DigBillingVCode:1; Icd9cmCode:1
77670,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
313217,lexical_baseline,149,
313217,descendants_only,19,Disorder:19
313217,partial_synonym_descendants,49,Disorder:31; Undefined:6; 5CharBillingCode:5; Icd10Code:3; 4CharNonbillCode:2; 4CharBillingCode:1; 5DigBillingCode:1
313217,hierarchy_and_sameas,26,Disorder:18; 5CharBillingCode:3; 4CharNonbillCode:2; 4CharBillingCode:1; 5DigBillingCode:1; Answer:1
313217,sameas_expansion_and_umls_rb,10,Disorder:4; 5CharBillingCode:1; 4CharBillingCode:1; 4CharNonbillCode:1; ClinicalFinding:1; 5DigBillingCode:1; Answer:1
313217,sameas_expansion_and_umls_rb_or_par,28,Disorder:18; 5CharBillingCode:4; 4CharNonbillCode:2; 4CharBillingCode:1; ClinicalFinding:1; 5DigBillingCode:1; Answer:1
313217,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
967823,lexical_baseline,26272,
967823,descendants_only,19407,MarketedProduct:5016; BrandedDrug:1703; BrandedDrugComp:1447; BrandedDrugForm:1443; ClinicalDrug:1390; QuantClinicalDrug:1324; QuantBrandedDrug:1323; QuantClinicalBox:1236; QuantBrandedBox:1176; BrandedDrugBox:986; ClinicalDrugBox:942; ClinicalDrugForm:575; ClinicalDrugComp:316; BrandedDoseGroup:158; ClinicalDoseGroup:104; ClinicalPack:97; BrandedPack:86; ClinicalPackBox:43; BrandedPackBox:41; Ingredient:1
967823,partial_synonym_descendants,29065,MarketedProduct:5487; 11DigitNdc:3301; BrandedDrug:1907; PharmabiolProduct:1834; BrandedDrugForm:1663; ClinicalDrug:1623; BrandedDrugComp:1537; QuantBrandedDrug:1534; QuantBrandedBox:1422; QuantClinicalDrug:1342; QuantClinicalBox:1250; BrandedDrugBox:1127; ClinicalDrugBox:944; 9DigitNdc:755; ClinicalDrugForm:675; PrescriptionDrug:524; Device:504; ClinicalDrugComp:381; OtcDrug:261; BrandedDoseGroup:158; Atc5th:149; Spl:111; ClinicalDoseGroup:104; ClinicalPack:97; BrandedPack:89; Ingredient:78; MultipleIngredients:77; BrandedPackBox:44; ClinicalPackBox:43; Hcpcs:14; Substance:10; NonStandAllergenic:7; Procedure:5; StandardAllergenic:4; Supplement:2; PreciseIngredient:2
967823,hierarchy_and_sameas,1274,ClinicalDrug:253; BrandedDoseGroup:158; BrandedDrug:146; BrandedDrugComp:141; BrandedDrugForm:133; ClinicalDrugComp:129; ClinicalDrugForm:117; ClinicalDoseGroup:104; QuantClinicalDrug:81; ClinicalPack:4; BrandedPack:4; QuantBrandedDrug:1; PharmabiolProduct:1; Substance:1; Ingredient:1
967823,sameas_expansion_and_umls_rb,220,BrandName:66; QuantClinicalDrug:37; ClinicalDrug:33; BrandedDrug:22; BrandedDrugForm:17; BrandedDoseGroup:14; ClinicalDrugForm:14; Substance:5; ClinicalDoseGroup:3; PharmabiolProduct:3; MultipleIngredients:2; PreciseIngredient:2; Answer:1; Ingredient:1
967823,sameas_expansion_and_umls_rb_or_par,425,ClinicalDrug:102; QuantClinicalDrug:69; BrandName:66; ClinicalDrugForm:52; BrandedDrug:33; BrandedDoseGroup:31; BrandedDrugForm:24; PharmabiolProduct:24; ClinicalDoseGroup:9; MultipleIngredients:6; Substance:5; PreciseIngredient:2; Answer:1; Ingredient:1
967823,dual_semantic_expansion,378477,OtcDrug:89096; PrescriptionDrug:61482; Disorder:32025; BodyStructure:15905; Procedure:13670; Organism:11661; Substance:9984; ClinicalDrug:9409; ClinicalObservation:8157; Survey:7119; LabTest:6929; Icd10Code:6514; 5DigBillingCode:6265; ClinicalDrugComp:5573; ClinicalFinding:4993; LoincComponent:4841; LoincHierarchy:4784; BrandedDrugComp:4564; BrandName:4382; Ingredient:4317; ClinicalDrugForm:3893; BrandedDoseGroup:3839; 4CharBillingCode:3740; 4DigBillingCode:3585; BrandedDrug:3512; BrandedDrugForm:2918; PharmabiolProduct:2856; ClinicalDoseGroup:2734; Answer:2612; PreciseIngredient:2528; 5CharBillingCode:2351; 4CharNonbillCode:2109; Atc5th:2054; 5CharNonbillCode:2026; MorphAbnormality:1859; LoincGroup:1716; PhysicalObject:1597; QuantClinicalDrug:1484; Icd10Hierarchy:1383; 4DigNonbillCode:1315; 6CharBillingCode:1259; ObservableEntity:1227; Device:1159; 3CharNonbillCode:1093; QuantBrandedDrug:1064; 6CharNonbillCode:1046; LoincSystem:931; Atc4th:767; 3DigNonbillCode:719; Event:708; 4DigBillingECode:703; QualifierValue:648; MultipleIngredients:644; Icd10pcsHierarchy:537; BrandedPack:396; ClinicalPack:302; Atc3rd:240; LoincMethod:231; DoseForm:229; LoincClass:219; Vaccine:213; SocialContext:210; ClaimsAttachment:209; 3CharBillingCode:179; Hcpcs:171; PlasmaDerivative:162; Icd10pcs:162; Supplement:139; ContextDependent:139; 4DigBillingVCode:126; Atc2nd:90; 7CharBillingCode:88; 3DigBillingCode:82; NaviConcept:69; Attribute:63; 3DigNonbillECode:60; StagingScales:53; 5DigBillingVCode:53; Cohort:50; DoseFormGroup:43; HcpcsModifier:40; Location:32; Specimen:24; 4DigNonbillVCode:24; PhysicalForce:17; LoincProperty:14; Atc1st:14; Cosmetic:10; NonStandAllergenic:9; 3DigNonbillVCode:8; 3DigBillingECode:6; StandardAllergenic:4; RecordArtifact:3; LoincTime:2; Disposition:2; 2DigNonbillCode:1; AnimalDrug:1; 3DigBillingVCode:1; Icd9cmCode:1
19097059,lexical_baseline,2433,
19097059,descendants_only,1,Ingredient:1
19097059,partial_synonym_descendants,1,Ingredient:1
19097059,hierarchy_and_sameas,1,Ingredient:1
19097059,sameas_expansion_and_umls_rb,1,Ingredient:1
19097059,sameas_expansion_and_umls_rb_or_par,1,Ingredient:1
19097059,dual_semantic_expansion,1,Ingredient:1
19076324,lexical_baseline,13099,
19076324,descendants_only,774,MarketedProduct:442; QuantBrandedBox:153; BrandedDrugBox:87; QuantClinicalBox:68; ClinicalDrugBox:23; ClinicalDrug:1
19076324,partial_synonym_descendants,10831,MarketedProduct:2943; 11DigitNdc:1165; QuantClinicalBox:950; QuantBrandedBox:851; QuantBrandedDrug:716; QuantClinicalDrug:715; BrandedDrug:685; PharmabiolProduct:662; BrandedDrugBox:543; ClinicalDrug:509; ClinicalDrugBox:507; 9DigitNdc:257; PrescriptionDrug:168; Spl:47; ClinicalPack:29; BrandedPack:25; ClinicalPackBox:10; BrandedPackBox:10; BrandedDrugForm:9; BrandedDrugComp:7; Device:6; Atc5th:5; Hcpcs:4; ClinicalDrugForm:4; ClinicalDrugComp:2; PreciseIngredient:2
19076324,hierarchy_and_sameas,1,ClinicalDrug:1
19076324,sameas_expansion_and_umls_rb,5,QuantClinicalDrug:3; ClinicalDrug:2
19076324,sameas_expansion_and_umls_rb_or_par,5,QuantClinicalDrug:3; ClinicalDrug:2
