code,baseline,omop_expand,umls_expand,umls_syn_omop_expand
J44,,,Y,
J45,Y,Y,Y,Y
J45.0,Y,Y,Y,Y
J45.1,Y,Y,Y,Y
J45.2,Y,Y,,Y
J45.20,Y,Y,,Y
J45.21,Y,Y,,Y
J45.22,Y,Y,,Y
J45.3,Y,Y,,Y
J45.30,Y,Y,,Y
J45.31,Y,Y,,Y
J45.32,Y,Y,,Y
J45.4,Y,Y,,Y
J45.40,Y,Y,,Y
J45.41,Y,Y,,Y
J45.42,Y,Y,,Y
J45.5,Y,Y,,Y
J45.50,Y,Y,,Y
J45.51,Y,Y,,Y
J45.52,Y,Y,,Y
J45.8,Y,Y,Y,Y
J45.9,Y,Y,Y,Y
J45.90,Y,Y,Y,Y
J45.901,Y,Y,,Y
J45.902,Y,Y,,Y
J45.909,Y,Y,Y,Y
J45.99,Y,Y,,Y
J45.990,Y,,Y,
J45.991,Y,Y,,Y
J45.998,Y,Y,,Y
J46,,Y,Y,Y
